bolt_neve,termek_neve,akcio_idotartama,leiras,eredeti_ar,kedvezmenyes_ar,kartyas_e,kartya_tipus,kategoria,kategoria_kod,hierarchiaszint,egyedi_hash
Auchan,Szobi SZOBI GYÜMÖLCSITAL,2026.04.23 - 04.29,"többféle, 12%, 1 l, 419 Ft/l Bizalomkártyával: 349 Ft/l",419,349,True,Bizalomkártyával,Gyümölcslé,418,2,a1209fea24b9abed87b5f006de4eb0a5e81254986f42fb50915e17d2d2df7f5b
Tesco,Sió Zero gyümölcsital,2026.04.23 - 05.20,"többféle, 1 l",719,549,True,Clubcarddal,Gyümölcslé,418,2,a8018fc50023fac924427f3697331c7328dde0fba551ee4cf60aab45dd2fc5c5
Lidl,SOLEVITA Narancslé,2026.04.23 - 04.29,100% gyümölcs-tartalom | +50 Ft betétdíj | 1 l,695,479,False,,Gyümölcslé,418,2,1338bfb88ec0c229b673f4c91c4984b29b15c668649fbe8a8d24e55f9a710c65
Lidl,SOLEVITA Smoothie,2026.04.27 - 04.29,Többféle | +50Ft betétdíj | 250 ml; 1 l = 1596 Ft,535,399,True,Lidl Plus alkalmazással,Smoothie,423,2,8e05c12b71240a7f9f6768cb614321e6af15ac4185b813900b98f1b73db71a9e
Auchan,Pickwick PICKWICK TEA,2026.04.23 - 04.29,"Ft/doboz, többféle, 20 filter, 43 Ft/filter Bizalomkártyával: 30 Ft/filter",859,599,True,Bizalomkártyával,Tea,56,2,3835ace9f25fc629e8f9a6a971a9147539488e5093a206c544938784af45718e
Auchan,Sir Morton SIR MORTON TEA,2026.04.23 - 04.29,"többféle, 20 filter/doboz, 25 Ft/filter, 22,5 Ft/filter",499,449,False,,Tea,56,2,f98740a129966665b4ab57ec3b3b4def7548a2e60577a7c84b2a9da69d907723
SPAR,Loyd tea,2026.04.23 - 04.29,többféle; filteres 20×2 g,739,649,False,,Tea,56,2,c289c8a38981da88e3dd9d7c02977b192389c3d5998f3b73fce78f94de993eec
SPAR,Lipton tea,2026.04.23 - 04.29,"50 filter 75 g (14.653,33 Ft/1 kg) 100 g (10.990 Ft/1 kg)",1649,1099,False,,Tea,56,2,9c772ce24e9b89f5961528cf09d15742b831d1f376a13d3014f7494c68fa1d7c
Tesco,Kinley szénsavas üdítőital,2026.04.23 - 04.29,"többféle, 1,5 l, 759 Ft/1 db, 506 Ft/1 l, Clubcarddal: 1258 Ft/2 db, 419 Ft/1 l, + visszaváltási díj: 50 Ft/db",759,629,True,Clubcarddal,Szénsavas,413,3,f6234a4edc6eb954d42587d07211ec33f5b387ff5f418275a73b0c365d718b31
Tesco,Márka szénsavas üdítőital,2026.04.23 - 04.29,"többféle, 2 l | 250 Ft/1 l | Clubcarddal: | 158 Ft/1 l | + visszaváltási díj: | 50 Ft/db | A feltüntetett ár a visszaváltás díját nem tartalmazza.",499,315,True,Clubcarddal,Szénsavas,413,3,bb99c616ce7db4b43cb4b86c2a6d4ddb4d350c741efc7018e3d7d680e4cb16b2
Tesco,"Coca-Cola, Fanta, Sprite Coca-Cola, Fanta vagy Sprite szénsavas üdítőital",2026.04.23 - 04.29,"többféle, 1,75 l | 434 Ft/1 l | Clubcarddal: 377 Ft/1 l | + visszaváltási díj: 50 Ft/db",759,659,True,Clubcarddal,Szénsavas,413,3,e9127843c7774d0f8d84a0796d01e6cd50fba9141dfc58ce4325019b55cd52e9
SPAR,Pepsi szénsavas üdítőital,2026.04.23 - 04.29,"1,5 l (356 Ft/1 l) (+visszaváltási díj: 50 Ft)",534,499,True,Supershop kártyával,Szénsavas,413,3,059bfdbab4840bf38b250479b60ef624aac7807b6a647a2f08be29f582345311
SPAR,Márka szénsavas üdítőital,2026.04.23 - 04.29,"2,5 l (239,60 Ft/1 l) (+visszaváltási díj: 50 Ft)",599,359,True,Supershop kártyával,Szénsavas,413,3,134bac73f7b9d2346ec9336c58068fb42a4a404bb57033ed1a0beac3aa3cbfad
Auchan,Márka MÁRKA SZÉNSAVAS ÜDÍTŐITAL,2026.04.23 - 04.29,"többféle, 2,5 l + visszaváltási díj 50 Ft 1 db: 539 Ft, 216 Ft/l 2 db: 798 Ft, 160 Ft/l",539,399,False,,Szénsavas,413,3,f3e411a5d5910b19d6ab6f7dfbcbae060f3b1b874e89d945997abd457dcbc01f
SPAR,"Coca-Cola, Fanta szénsavas üdítőital",2026.04.23 - 04.29,"2,25 l (408,44 Ft/1 l) 2 db-tól: (346,22 Ft/1 l) (+visszaváltási díj: 50 Ft)",919,779,False,,Szénsavas,413,3,439a80d0e8e1b0fff1d09b01a123a1822d71dd4dd24f0595ad1d092073837cce
Lidl,SOLEVITA Aloe Vera ital,2026.04.23 - 04.29,"+50 Ft betétdíj | 0,5 l; 1 l = 658 Ft | 3033",449,329,True,Lidl Plus alkalmazással,Szénsavmentes,414,3,f1fb87c6411a59b9f63a906ba0636dd75b29d5271b13638007c4651a62e87a38
Tesco,XIXO Ice Tea,2026.04.23 - 04.29,"többféle, 1,5 l | 299 Ft/1 l | Clubcarddal: 239 Ft/1 l | + visszaváltási díj: 50 Ft/db",449,359,True,Clubcarddal,Szénsavmentes,414,3,c30b4d74826003f7f425e600a5f93fa9678ff16959fcee874c4e7183cf6a030d
SPAR,Nestea,2026.04.23 - 04.29,"1,5 l (392,67 Ft/1 l) (+visszaváltási díj: 50 Ft)",589,419,True,Supershop kártyával,Szénsavmentes,414,3,d222cc5b2b6208020fb3a917c0c83a1727d8d7341d4a5ec1fc6c9fad9ae4458c
Auchan,Nestea NESTEA ICE TEA,2026.04.23 - 04.29,"többféle, 1,5 l + visszaváltási díj 50 Ft 1 db: 589 Ft, 393 Ft/l 2 db: 858 Ft, 286 Ft/l",589,429,False,,Szénsavmentes,414,3,c47d65005d90407b175c7cbe8d7e5258fc5e95225546e2cad7231cfca77febe7
Tesco,Monster energiaital,2026.04.23 - 04.29,"többféle, 0,5 l, 1198 Ft/1 l, Clubcarddal: 918 Ft/1 l, + visszaváltási díj: 50 Ft/db",599,459,True,Clubcarddal,Energia- és vitaminital,415,3,ec7245efd439f311a567b2c4f9b85030a4767096864e11bb917fef33b7fc40c0
SPAR,"Hell New Generation koffeintartalmú, szénsavas üdítőital",2026.04.23 - 04.29,"0,25 l (1.036 Ft/1 l) (+visszaváltási díj: 50 Ft)",329,259,False,,Energia- és vitaminital,415,3,e40393ec68e6c1c6a92ceb0d7de019a55a584c2e163d76b33b63b374c3af91d3
Tesco,Nescafé instant kávé,2026.04.23 - 04.29,"többféle, 200 g, 17495 Ft/1 kg, Clubcarddal: 14995 Ft/1 kg",3499,2999,True,Clubcarddal,Kávé,97,2,999d6a769149146a1e4245454a3562f60a715ab0d780c05ac3aba08ec8cf4c5c
Auchan,Nescafé NESCAFÉ 3IN1 INSTANT KÁVÉ,2026.04.23 - 04.29,"classic, 30x16,5 g, 5675 Ft/kg Bizalomkártyával: 4442 Ft/kg",2809,2199,True,Bizalomkártyával,Kávé,97,2,37617f033df1c26e72eb9a15e7e4d5718ac5847ef353896c592e94374ce60e37
Tesco,Nescafé Farmer Origins Nespresso kapszula,2026.04.23 - 04.29,"többféle, 44 g",1499,1199,True,Clubcarddal,Kávé,97,2,bcba5c9f6f1aef63e174e36ada4e2ffb23b9e7384aad151a519237e61187aeee
Tesco,Segafredo Zanetti Intermezzo őrölt pörkölt kávé,2026.04.23 - 04.29,250 g 8396 Ft/1 kg Clubcarddal: 6796 Ft/1 kg,2099,1699,True,Clubcarddal,Kávé,97,2,09358515cd932b608e25440fed052848c428b1b667405cd00ac0eee92ebd13d3
Tesco,Eduscho Caffé Crema pörkölt szemes kávé,2026.04.23 - 04.29,1 kg,6499,5990,True,Clubcarddal,Kávé,97,2,1dbb05b7fe5556ac6f0add5a563ee802d3dfd27e4cea458a5a973ccddc8c11f6
SPAR,"Tchibo, Eduscho Tchibo Gold Selection, Eduscho Family instant kávé",2026.04.23 - 04.29,100 g (20.990 Ft/1 kg),2099,1699,True,Supershop kártyával,Kávé,97,2,142c0ca033c77878e888ed8e81a1e3b00a05dd40fd7e8930b6e17e9d797079f7
SPAR,Cafe Frei őrölt kávé,2026.04.23 - 04.29,200 g (9.995 Ft/1 kg),1999,1799,True,Supershop kártyával,Kávé,97,2,6bc04efeac656e7941b84b48880c07e3d11cf047abf61ce0b997b6f7d8fc8d13
SPAR,Tchibo Cafissimo kávékapszula,2026.04.23 - 04.29,"30 db/doboz 1 doboz (173,30 Ft/1 db)",5199,4399,True,Supershop kártyával,Kávé,97,2,9294a1ad56c79ef2c84cdca129ab823571e8afd20af20d5af58322cce1a00464
Tesco,Nescafé instant kávéspecialitás,2026.04.23 - 04.29,"többféle, 24x16,5 g/cs | 5553 Ft/1 kg | Clubcarddal: 4795 Ft/1 kg",2199,1899,True,Clubcarddal,Kávé,97,2,078882467cf9312331c2fddfed4eacd9aa951c54c52aef2765005be0ab601487
SPAR,Hell Ice Coffee,2026.04.23 - 04.29,250 ml (1.196 Ft/1 l),399,299,False,,Kávé,97,2,b4ae2dfe5234ebd608e16fe591c3c344ca5c271e6dd3c63dae5b930249da7302
SPAR,Maci gyerekkávé,2026.04.23 - 04.29,250 g (3.796 Ft/1 kg),1199,949,False,,Kávé,97,2,e9ffac0a9135b7ffbb00e9fc8ace1696f13e488a54da9b272a46813884a426cf
Auchan,Jacobs JACOBS NESPRESSO KOMPATIBILIS KÁVÉKAPSZULA,2026.04.23 - 04.29,"Ft/doboz, többféle, 10 db, 130 Ft/db, 117 Ft/db",1299,1169,False,,Kávé,97,2,c4b5c199a2fb5d90d54fbab7663c29208f3591150362bf5f81dd12a5f0692d68
SPAR,DESPAR kávékapszula,2026.04.23 - 04.29,"többféle; 16 db/doboz 1 doboz (93,69 Ft/1 db) A kávékapszula a Dolce Gusto® kávéfőző gépekkel kompatibilis!",1699,1499,False,,Kávé,97,2,03950b7ad8e982568ce43d2769213fa5bfae72cb998325d5c0ca735f643d5c8d
Lidl,BELLAROM Szemes kávé,2026.04.23 - 04.29,Caffé crema & aroma | 1 kg,4999,4199,False,,Kávé,97,2,f3c8fa82c0772b0932b982b466c7f3be9be5f32f4559c90faa85795bd4a29325
SPAR,"Tchibo Espresso Sicilia szemes, pörkölt kávé",2026.04.23 - 04.29,500 g (8.998 Ft/1 kg),5399,4499,False,,Kávé,97,2,e9ed6f3f8b2a96b241c7bb94d3441b0902158b9b243a7abc10b15bcd5cb20596
Auchan,Jacobs JACOBS SZEMES KÁVÉ,2026.04.23 - 04.29,1 kg,8999,7999,False,,Kávé,97,2,e64eb2ea8ced3b3a696e77cde3cf834f3bdf95d592919f4388db2b22e6455681
Auchan,Alpro ALPRO MATCHA VAGY BARISTA ÍZESÍTETT NÖVÉNYI ITAL,2026.04.23 - 04.29,"többféle, 1 l",1329,999,False,,Növényi ital,98,2,ceeb7c219f404f202f65229e27e04fcc102c06dc5ec8482b9563549747ee3488
SPAR,Alpro cukormentes mandulaital,2026.04.23 - 04.29,"4×1 l (799,75 Ft/1 l)",4299,3199,False,,Növényi ital,98,2,ca6600fd386c8987c796fc0c5e529f737f5c3d0b3e92e85fe5bf6930d08f0a70
Tesco,Naturaqua ásványvíz,2026.04.23 - 04.29,"többféle, 1,5 l, 159 Ft/1 db, 106 Ft/1 l, Clubcarddal: 795 Ft/6 db, 88 Ft/1 l, + visszaváltási díj: 50 Ft/db",159,132,True,Clubcarddal,Ásványvíz,225,2,2eca247f4d8c50bbf98e2c19562e266f68b8e22b1c156e19eb949d1653bd3739
Auchan,Aqualife AQUALIFE ÍZESÍTETT ZERO SZÉNSAVAS ÁSVÁNYVÍZ,2026.04.23 - 04.29,"többféle, 1,5 l, 153 Ft/l + visszaváltási díj 50 Ft Bizalomkártyával: 119 Ft/l",229,179,True,Bizalomkártyával,Ásványvíz,225,2,9fc727fd9f9069494fa952a59a6e1f432d4360e32f0d5489007e43e6cbdda20e
SPAR,Szentkirályi babavíz,2026.04.23 - 04.29,1 l (+visszaváltási díj: 50 Ft),249,219,True,Supershop kártyával,Ásványvíz,225,2,40407050c3d1aa5083b96e521cfef3e10725c6765f7a5b0eafa1220c8ab27118
Auchan,Pannon Aqua PANNON AQUA ÁSVÁNYVÍZ,2026.04.23 - 04.29,"szénsavmentes vagy szénsavas, 1,5 l | + visszaváltási díj 50 Ft | 1 db: 139 Ft, 93 Ft/l | 6 db: 474 Ft, 53 Ft/l",139,79,False,,Ásványvíz,225,2,41100e391c8c9eb79159629655fb785ba38fc0f8ed77b4695975de6cc9f14a25
SPAR,Jana Baby ásványvíz,2026.04.23 - 04.29,1 l (+visszaváltási díj: 50 Ft),349,249,False,,Ásványvíz,225,2,b840a70b19cf7ba19e1e3e91f2cd8ef4068d9b94b8ea76382ebc84943f4bc448
SPAR,Jana ízesített víz,2026.04.23 - 04.29,"1,5 l (292,67 Ft/1 l) 6 db esetén: (266 Ft/1 l) (+visszaváltási díj: 50 Ft)",599,439,False,,Ásványvíz,225,2,cea9ca2cd697d79a6ef9fbc50d41adca698fc0b747c466c0f6c82219fc379019
Tesco,Hilltop Kamocsay bor,2026.04.23 - 04.29,"többféle, 0,75 l 3465 Ft/1 l Clubcarddal: 2665 Ft/1 l + visszaváltási díj: 50 Ft/db",2599,1999,True,Clubcarddal,Bor,23,2,c4e9759870960e3719c1750aa0a655b964543e15a58d0f47e858505281bac564
Tesco,Pannonhalmi Főapátság Tricollis Rosé,2026.04.23 - 04.29,"0,75 l 4692 Ft/1 l Clubcarddal: 3599 Ft/1 l + visszaváltási díj: 50 Ft/db",3519,2699,True,Clubcarddal,Bor,23,2,bb4480252f0d5b191318facddd25227dbdce2ce59a7dbf93c419b769cd2318f4
Tesco,Dúzsi Szekszárdi Rozé Cuvée,2026.04.23 - 04.29,"0,75 l, 2665 Ft/1 l, Clubcarddal: 2265 Ft/1 l, + visszaváltási díj: 50 Ft/db",1999,1699,True,Clubcarddal,Bor,23,2,b16bc1a78d235d122abbdce9cc7a14885b1a489e15f642e8c0f57f49331dbbb2
Tesco,Tokajicum Sárgamuskotály,2026.04.23 - 04.29,"0,5 l, 4398 Ft/1 l, Clubcarddal: 3398 Ft/1 l, + visszaváltási díj: 50 Ft/db",2199,1699,True,Clubcarddal,Bor,23,2,84c67e23882fb981cfcbea9b636f43dc31a6a944a34660dd2156107eb51c28bb
Tesco,Tesco finest Viña del Cura Rioja Reserva,2026.04.23 - 04.29,"0,75 l, 4665 Ft/1 l, Clubcarddal: 3732 Ft/1 l, + visszaváltási díj: 50 Ft/db",3499,2799,True,Clubcarddal,Bor,23,2,6971a57fff26923a677165d482c34005d328d32b1914547c1ace875f5699b2fc
Auchan,Sauska SAUSKA ROSÉ,2026.04.23 - 04.29,"0,75 l, 3999 Ft/l + visszaváltási díj 50 Ft Bizalomkártyával: 3052 Ft/l",2999,2289,True,Bizalomkártyával,Bor,23,2,e013faf23266d79bb1c73f32badcad1cf0d16f78dd500564f6011eeec6e54d8a
Tesco,Ostoros Birtok bor,2026.04.23 - 04.29,"többféle, 0,75 l | 1865 Ft/1 l | Clubcarddal: 1532 Ft/1 l | + visszaváltási díj: 50 Ft/db",1399,1149,True,Clubcarddal,Bor,23,2,7bbd394e49d15c9d43a7bcd8fa751cfc9e663538f6d1fdf00f0fca50a7b3dc27
Lidl,Balatoni Rosé,2026.04.23 - 04.29,"Csábítóan zamatos illatában megjelenik a cseresznye és a meggy, légies parfümösség mellett. Ízében ribizlire és kajszibarackra emlékeztető jegyekkel, vibráló savakkal. 1 db vásárlása esetén: 949 Ft/db, 1 l = 1266 Ft; Legalább 2 db vásárlása esetén, minden második termék ára: 379 Ft/db, 1 l = 506 Ft +50 Ft betétdíj 0,75 l",949,379,True,Lidl Plus alkalmazással,Bor,23,2,dd942a2cd76aa432bd5511050d9b5d24d7ff409f46f2b05bbf07cc97be02768e
SPAR,"Thummerer Egri Bikavér Classicus száraz vörösbor, Tréfli Cuvée édes vörösbor",2026.04.23 - 04.29,"0,75 l (4.932 Ft/1 l) (+visszaváltási díj: 50 Ft)",3699,2699,True,Supershop kártyával,Bor,23,2,8c810bfbc828e7190ec8c715ef6a9cdc5228b440bb9189612a5791d1d06bfb5e
ALDI,VILLÁNY PORTUGIESER,2026.04.27 - 04.29,"száraz vörösbor | 0,75 l/üveg | 1158,67 Ft/l | 739952 | + visszaváltási díj: 50 Ft | SZÁRAZ | 16 - 18 °C | LIBA- ÉS KACSA- SÜLTEK MELLÉ",1069,869,False,,Bor,23,2,330854e771b1a03f480215a8dc1e3269fd52d22a06e6d282fbde2e8ea0d3a675
SPAR,BB Rosé Cuvée,2026.04.09 - 04.29,"félédes rosébor 0,75 l (1.598,67 Ft/1 l) (+visszaváltási díj: 50 Ft) Könnyed, játékos, simogatóan gyümölcsös, félédes Rosé Cuvée epres és cseresznyés jegyekkel.",1569,1199,False,,Bor,23,2,596a3112815acb4a36a81b2241bc0842042403719cb8c0f9ee8d14e118e65f5b
SPAR,Koch Oli Irsai Olivér,2026.04.09 - 04.29,"száraz fehérbor 0,75 l (1.665,33 Ft/1 l) (+visszaváltási díj: 50 Ft) Friss, lendületes, magával ragadó, gyümölcsös-parfümös Irsai Olivér kellemes, bizsergető lecsengéssel.",1499,1249,False,,Bor,23,2,8e87318e579d697c6335b9deb5454e276dc5243a8fb2cb7d976b62aa3be88d1b
SPAR,Soltész Rozé Cuvée,2026.04.09 - 04.29,"száraz rozébor 0,75 l (1.732 Ft/1 l) (+visszaváltási díj: 50 Ft) Zamatos, friss, kifejezetten gyümölcsös, érett cseresznyés-málnás ízvilágú, könnyed, lendületes rozé.",1599,1299,False,,Bor,23,2,712d2776ca2a0955d2946d1cf19d45b570a8e6f48c69722119adca9d903e3f21
SPAR,Kamocsay Prémium Chardonnay,2026.04.09 - 04.29,"száraz fehérbor 0,75 l (2.532 Ft/1 l) (+visszaváltási díj: 50 Ft) Gazdagabb ízvilágú, krémes és finoman tüzes Chardonnay barackos, érett mangós izjegyekkel.",2599,1899,False,,Bor,23,2,71c58e7ad2277f2c32bf9d646699526ac257b0ae1ecaf86c654489b34fed3684
SPAR,Takler Kékfrankos,2026.04.09 - 04.29,"száraz vörösbor 0,75 l (2.665,33 Ft/1 l) (+visszaváltási díj: 50 Ft) Elegáns, gyümölcsös Kékfrankos zamatos meggyes, szilvás jegyekkel és egy kis fehér borssal.",2599,1999,False,,Bor,23,2,f8994bed57d453460a13cd9d7e6a36347d4c2795ac66e27dc885c0290c039db5
SPAR,Vylyan Ördög,2026.04.09 - 04.29,"száraz vörösbor 0,75 l (2.665,33 Ft/1 l) (+visszaváltási díj: 50 Ft) Zamatos, lendületes erdei bogyós és meggyes gyümölcsösség jellemzi a bort egy kis fűszerességgel.",2599,1999,False,,Bor,23,2,cfc1b0ba1870e0d24513931f44897a1fe3d118a19db05193923af1e0ffa153ce
SPAR,Laposa Olaszrizling,2026.04.09 - 04.29,"száraz fehérbor 0,75 l (3.332 Ft/1 l) (+visszaváltási díj: 50 Ft) Frissítő Olaszrizling grapefruittal, lime-mal, izgalmas fűszerességgel és finom keserűmandulás lecsengéssel.",3499,2499,False,,Bor,23,2,403a1c2b83a07fcb26a16b6c6024330a8466bbf355fa2933356bc093eba8726e
Tesco,Coors üveges világos sör,2026.04.23 - 04.29,"330 ml, 1330 Ft/1 l, Clubcarddal: 1209 Ft/1 l, + visszaváltási díj: 50 Ft/db",439,399,True,Clubcarddal,Sör,24,2,87964ea3654eba8ee7401006dfc13b57db64fed5117dfcc361cea999aaf52d44
Tesco,Budvar Dark Lager cseh dobozos barna sör,2026.04.23 - 04.29,"0,5 l, 958 Ft/1 l, Clubcarddal: 838 Ft/1 l, + visszaváltási díj: 50 Ft/db",479,419,True,Clubcarddal,Sör,24,2,91222abd6b8b7b35ed41c50e97b5ffa4804afb1e1db320e750bd69b3d981f087
Tesco,Soproni dobozos multipack,2026.04.23 - 04.29,"6x0,5 l/cs, 750 Ft/1 l, Clubcarddal: 666 Ft/1 l, + visszaváltási díj: 50 Ft/db",2249,1999,True,Clubcarddal,Sör,24,2,4d73ff823014c1ed18af390a0687b41771c949cfc50cb1480b55d696ae22a411
Tesco,Pilsner Urquell dobozos világos sör multipack,2026.04.23 - 04.29,"6x0,5 l/cs, 1000 Ft/1 l, Clubcarddal: 900 Ft/1 l, + visszaváltási díj: 50 Ft/db",2999,2699,True,Clubcarddal,Sör,24,2,d91c9fd2e8e8f9077073f3f00a81fc08103d3c782e8ad8ac6546abc5ee22cbcb
Auchan,Soproni SOPRONI DOBOZOS SÖRSPECIALITÁS,2026.04.23 - 04.29,"Ft/db, többféle, 0,5 l, 958 Ft/l + visszaváltási díj 50 Ft Bizalomkártyával: 838 Ft/l",479,419,True,Bizalomkártyával,Sör,24,2,af020404752c2ec4ddbf97ad52079146b10e1d2160c2dd042b33f71ab65627fc
Lidl,GÖSSER Világos sör,2026.04.23 - 04.29,"Alkoholtartalom: 5% | +50 Ft betétdíj | 0,5 l; 1 l = 718 Ft | 3348",429,359,True,Lidl Plus alkalmazással,Sör,24,2,f3d65acb377dc40cd7bc618524301341c1e0d3a374d8c7a7d72e7653964b60cf
Tesco,Arany Fácán dobozos sör,2026.04.23 - 04.29,"0,5 l | 798 Ft/1 l | Clubcarddal: 518 Ft/1 l | + visszaváltási díj: 50 Ft/db",399,259,True,Clubcarddal,Sör,24,2,18fc43ea32cd101bcfdf2e8102b10df80028fc71623e3da62aa098c6c2fd0b5c
Tesco,Kőbányai dobozos világos sör,2026.04.23 - 04.29,"0,5 l | 758 Ft/1 l | Clubcarddal: 658 Ft/1 l | + visszaváltási díj: 50 Ft/db",379,329,True,Clubcarddal,Sör,24,2,56991382f0fe9b14b60acc8893c6f32c1e9145e8f95bb63b5c6a1eacde48b87b
Tesco,Heineken dobozos sör,2026.04.23 - 04.29,"többféle, 0,5 l | 938 Ft/1 l | Clubcarddal: 778 Ft/1 l | + visszaváltási díj: 50 Ft/db",469,389,True,Clubcarddal,Sör,24,2,21fef65504239966d1e16f73e7bfb6c1cf919b171d287cab3133f3be200023b7
SPAR,Staropramen sörpack,2026.04.23 - 04.29,"dobozos 4×0,5 l (869,50 Ft/1 l; 435 Ft/1 db) (+visszaváltási díj: 200 Ft)",1739,1399,True,Supershop kártyával,Sör,24,2,749a5bdd821c6537b8e2e6ec44868ec21227736e5c4e4f9f265b3735cc5ca006
SPAR,Arany Ászok sörpack,2026.04.23 - 04.29,"dobozos 6×0,5 l (716,33 Ft/1 l; 359 Ft/1 db) (+visszaváltási díj: 300 Ft)",2149,1799,True,Supershop kártyával,Sör,24,2,0759adc9bb11a2445e4f1a44a34124b355b8ff9b825e6bf6968edc331fb42dd9
Lidl,PERLENBACHER Világos sör,2026.04.23 - 04.29,"Alkoholtartalom: 4,9% | +50 Ft betétdíj | 0,5 l; 1 l = 398 Ft | 2936",249,199,False,,Sör,24,2,abb673f0a4399f2b0e3dd247b56a87211cdaf728dac006a532400186373c6f5e
SPAR,Sol mexikói világos sör,2026.04.23 - 04.29,"üveges 0,33 l (754,55 Ft/1 l) (+visszaváltási díj: 50 Ft)",499,249,False,,Sör,24,2,1db81b06bdebd11061cfe8702f7b9505b8891f6244df6faa9822c57dc87fe363
ALDI,KŐBÁNYAI VILÁGOS SÖR,2026.04.27 - 04.29,"4,3 % alkoholtartalom 0,5 l/doboz 658 Ft/l",379,329,False,,Sör,24,2,01057df8219381955057e2fd9224c7de336be9e30bace9dd0a7fb49dd8bfa3f3
Auchan,"Pécsi PÉCSI PRÉMIUM LAGER BIO, GLUTÉNMENTES DOBOZOS SÖR",2026.04.23 - 04.29,"5%, 0,5 l, 738 Ft/l, + visszaváltási díj 50 Ft",509,369,False,,Sör,24,2,ed19cc322d09bff98ea575e0193a9c91e661aaa858bdbd154ca818cc5403ce06
Lidl,ESTRELLA Világos sör,2026.04.27 - 04.29,"Alkoholtartalom: 4,6% +50 Ft betétdíj 0,5 l; 1 l = 898 Ft",599,449,False,,Sör,24,2,d4c84cf78e353675df88cad01c9c7323b231fb6ec85691d016d5bfcb1029a40c
Lidl,CORONA Extra / cero,2026.04.23 - 04.29,"Alkoholtartalom: 4,5% / 0% | +50 Ft betétdíj | 0,355 / 0,33 l; 1 l = 1688 / 1816 Ft | 3820 / 6417874",699,599,False,,Sör,24,2,4ae4ed4fbc2accf21b11a2ce25da42293f23d8f203661e85bae910062c25d359
SPAR,Becks sörpack,2026.04.23 - 04.29,"dobozos 4×0,5 l (749,50 Ft/1 l) (+visszaváltási díj: 200 Ft)",1699,1499,False,,Sör,24,2,f90aabbac9384ad462a33241db779f4568c246a262e088021a2dedcddb5f99dc
Tesco,Monkey Shoulder whisky,2026.04.23 - 04.29,"0,7 l, 18843 Ft/1 l Clubcarddal: 15129 Ft/1 l + visszaváltási díj: 50 Ft/db",13190,10590,True,Clubcarddal,Tömény,146,2,a6599605a8131a4c4f673277d67d4c8dd2af6808fb690650b7c5655661aaedb6
Auchan,Grants GRANTS SKÓT WHISKY,2026.04.23 - 04.29,"1 l, 9999 Ft/l + visszaváltási díj 50 Ft | Bizalomkártyával: 7999 Ft/l",9999,7999,True,Bizalomkártyával,Tömény,146,2,ce977224a14d178991d2a8db2ef2b384b54ab22f5070533918339d069940c14c
Tesco,Johnnie Walker Red Label whisky,2026.04.23 - 04.29,"0,5 l, 13498 Ft/1 l, Clubcarddal: 11598 Ft/1 l, + visszaváltási díj: 50 Ft/db",6749,5799,True,Clubcarddal,Tömény,146,2,a94fc0d37001d6da5364a8106fe55758c07f0cf5979b7af3af44cfb0f4692302
Tesco,St. Hubertus gyógynövénylikőr,2026.04.23 - 04.29,"többféle, 0,5 l, 8998 Ft/1 l, Clubcarddal: 7398 Ft/1 l, + visszaváltási díj: 50 Ft/db",4499,3699,True,Clubcarddal,Tömény,146,2,b898d2eb43ddf1c29e191b1bfe8e93502040acc9cc977aff412ed720d7823116
Tesco,"Zwack Unicum, Unicum Szilva vagy Unicum Barista keserűlikőr",2026.04.23 - 04.29,1 l,11399,8599,True,Clubcarddal,Tömény,146,2,518bd9dda22c2aff75eb24fa1b748808c8488e90af93d981e1386a40bacea59c
Tesco,Sierra tequila,2026.04.23 - 04.29,"többféle, 0,7 l, 12843 Ft/1 l, Clubcarddal: 10843 Ft/1 l, + visszaváltási díj: 50 Ft/db",8990,7590,True,Clubcarddal,Tömény,146,2,56f9bb933797ffb4a385854991924860040a48c4fef0163d7a0f6548377319a4
Auchan,Angelli ANGELLI KRÉMLIKŐR,2026.04.23 - 04.29,"többféle, 0,5 l, 8478 Ft/l + visszaváltási díj 50 Ft Bizalomkártyával: 5798 Ft/l",4239,2899,True,Bizalomkártyával,Tömény,146,2,db6e36da12631250b394c25a3820f9be74d930469bd4d54cd1584621d413c6bc
Auchan,Finlandia FINLANDIA VODKA,2026.04.23 - 04.29,"0,5 l, 10 198 Ft/l + visszaváltási díj 50 Ft Bizalomkártyával: 7998 Ft/l",5099,3999,True,Bizalomkártyával,Tömény,146,2,16f049360202a64aa55149e5af87a493d0b5a9f4a0e3997c4b088b94f1ca5a40
Tesco,Kalinka vodka,2026.04.23 - 04.29,"0,7 l | 7570 Ft/1 l | Clubcarddal: 6427 Ft/1 l | + visszaváltási díj: 50 Ft/db",5299,4499,True,Clubcarddal,Tömény,146,2,afc1c4054aa89d3d40a4b82c934d64ba5fa19560c5de02e3e881e473835133b8
Tesco,Jägermeister gyógynövénylikőr,2026.04.23 - 04.29,"többféle, 0,5 l | 12198 Ft/1 l | Clubcarddal: 10380 Ft/1 l | + visszaváltási díj: 50 Ft/db",6099,5190,True,Clubcarddal,Tömény,146,2,a25937b0633bdb125ae49118efd34b5958d39aa208e25d0aa98f546b5d871526
